title,description,cuisine,course,prep,cook,serves,taste,difficulty,diet_tags,ingredients,method,adaptations,source
"Miso Chilli Roasted Tofu, Broccoli & Cashews (No Onion/Garlic)","Easy sheet-pan dinner: tofu, broccoli and cashews roasted in an umami-rich sesame, ginger and miso marinade. Adapted egg-free vegan style without onion or garlic; hing stands in for allium depth. Serve over noodles, steamed vegetables or a crunchy cabbage salad.",Fusion,Main Course,15 minutes,25-30 minutes,4,Umami & Spicy,Easy,vegan; vegetarian; egg-free,"400 g firm tofu, pressed and cubed | 1 large head broccoli, cut into florets | 75 g raw cashews | 2 tablespoons white or chickpea miso paste | 2 tablespoons tamari or soy sauce | 1 tablespoon toasted sesame oil | 1 tablespoon neutral oil | 1 tablespoon maple syrup | 1 tablespoon rice vinegar | 1 tablespoon grated fresh ginger | 1-2 teaspoons chilli flakes or chilli paste, to taste | 1 pinch hing (asafoetida) | 1 tablespoon sesame seeds (optional) | Fresh mint or coriander leaves, to finish (optional)","1. Heat the oven to 200°C / 400°F. Line a large baking tray. | 2. Warm the neutral oil briefly, bloom the hing in it for a few seconds, then whisk with miso, tamari, sesame oil, maple syrup, rice vinegar, ginger and chilli until smooth. | 3. Toss the tofu cubes in half the marinade and spread on the tray. | 4. Toss broccoli and cashews with the remaining marinade and arrange around the tofu in a single layer. | 5. Roast 25-30 minutes, turning once, until the tofu is golden at the edges and the broccoli is tender with charred tips. | 6. Scatter sesame seeds and herbs if using, and serve hot.",Reconstructed from Botanical Kitchen public recipe description (member-only full amounts were not publicly readable). Kept vegan and egg-free; no onion or garlic; hing (asafoetida) added for allium-free savoury depth.,https://www.botanicalkitchen.com/recipes/miso-chill-roasted-tofu-broccoli-cashews/
Easy Lentil Salad,"Elevate your salad game with our 'Lentil Salad,' a fantastic high protein recipe that’s both quick to prepare and loaded with nutrients. Whether you’re looking for a quick lunch or a healthy side...",Fusion  Course:,Salads,,4-5 minutes,4,Mild,,vegetarian; egg-free; lacto-vegetarian,"2 cups boiled whole red lentils (akkha masoor) | 3 tablespoons olive oil | 1 pinch hing (asafoetida) | 1 teaspoon chopped ginger | 2 green chillies, chopped | 1 tablespoon lemon juice | 1 medium carrot, peeled ½ medium red capsicum ½ medium yellow capsicum ½ small English cucumber 20- | 5 fresh mint leaves | 2 teaspoons honey A large pinch of chaat masala Roasted peanuts for garnish Fresh mint sprigs for garnish","1. Heat olive oil in pan, then add a pinch of hing. | 2. Add ginger, green chillies and and sauté till translucent. | 3. Add salt, black pepper powder, cumin powder and red chilli powder and sauté for 1 minute. | 4. Add ¼ cup water and bring to a boil. | 5. Switch the heat off, add the lemon juice, mix and set aside to cool completely. | 6. Cut the carrot into ½ in cubes, cut the red capsicum and yellow capsicum into ½ inch cubes as well. | 7. And cut the cucumber into ½ inch pieces. | 8. Transfer the chopped vegetables into a large bowl, add the boiled lentils, mint leaves and cooled mixture. | 9. Stir in the honey and add chaat masala and mix well till combined. | 10. Garnish with roasted peanuts and mint sprigs and serve.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Energy Bar,"Fuel up with these energy bars packed with a myriad of nutritious ingredients, delivering a powerhouse of energy in every bite.",Fusion  Course:,Snacks and Starters,1.30-2 hour,6-10 minutes,4,Sweet,Easy,vegetarian; egg-free; lacto-vegetarian,1 cup oats | 2 tablespoons chopped almonds | 2 tablespoons chopped cashewnuts | 2 tablespoons chopped walnuts | 2 tablespoons chopped pistachios | 2 tablespoons flax seeds | 2 tablespoons pumpkin seeds | 2 tablespoons sunflower seeds ¼ cup chopped cranberries ½ cup date paste ⅓ cup honey ¼ teaspoon salt | 1 teaspoon butter + for greasing,"1. Heat a non-stick pan, add oats and dry roast on medium heat for 3-4 minutes. | 2. Transfer onto a plate and set aside to cool. | 3. In a same pan add almonds, cashewnuts, walnuts, pistachios, flax seeds, pumpkin seeds and sunflower seeds and dry roast on medium heat for 2-3 minutes, Transfer onto another plate and set aside to cool. | 4. Grease a barfi tray with butter. | 5. Take cranberries in a mixing bowl, add oats, mixed nuts and seeds and date paste and mix well. | 6. Gradually add honey and mix well. | 7. Transfer this mixture onto the greased barfi tray, spread it evenly and keep it in refrigerator for 1½ hours. | 8. Cut into required shape, demould and serve.",Egg-free.,vegetarian-recipes.txt
Farali Paniyaram,Farali Paniyaram is a savory South Indian snack made especially during fasting days or festivals like Navratri.,South Indian,Snacks and Starters,11-15 minutes,26-30 minutes,4,Spicy,Easy,vegetarian; egg-free; lacto-vegetarian,"½ cup rajgira flour ¼ cup potato, peeled and grated ¼ cup chopped coriander leaves ¼ cup yogurt ¼ cup green chilli-ginger paste ¼ cup roasted and coarsely crushed peanuts Rock salt to taste | 1 tablespoon ghee + ¼ cup ghee","1. Add rajgira flour, potato, coriander, yogurt, green paste, rock salt and ghee in a bowl. | 2. Add water as required and form a lump-free batter. | 3. Add 1 teaspoon ghee in each paniyaram mould and let it melt. | 4. Once the ghee has melted, pour in the batter. | 5. Cover and cook for 5-7 minutes. | 6. Toss the paniyarams upside down in the moulds itself cover and cook for another 5-7 minutes. | 7. Transfer to a serving plate, serve warm with coconut chutney.",Egg-free.,vegetarian-recipes.txt
Flax Seed Laddoo,"Powerhouse of nutrition, you can enjoy these laddoos without feeling guilty",Indian  Course:,Mithais,21-25 minutes,21-25 minutes,4,Sweet,Moderate,vegetarian; egg-free; lacto-vegetarian,"1 cup Flax seeds | 1 1/ | 2 cups Jaggery, chopped 1/ | 2 cup Raw peanuts 1/ | 2 cup Almonds 1/ | 2 cup Dried coconut, grated 1/ | 2 cup Oats 1/ | 2 cup White sesame seeds | 2 tablespoons Black sesame seeds | 2 tablespoons Garden cress (alive) seeds | 1 teaspoon Green cardamom powder | 1 tablespoon Ghee","1. Heat a non-stick pan, add jaggery and ¼ cup water, cook, stirring, till a syrup of one string consistency is formed. | 2. Heat another non-stick pan, add flax seeds and dry roast on medium heat for 1-2 minutes and set aside on a plate to cool down. | 3. In the same pan dry roast raw peanuts on medium heat for 2-3 minutes, set aside with flax seeds. | 4. Dry roast almonds, on medium low heat, for 2-3 minutes, keep along with flax seeds mixture. | 5. Dry roast dried coconut and oats for 1-2 minutes and set aside along with the flax seed mixture, let it cool down completely. | 6. Further dry roast white sesame seeds, black sesame seeds and aliv together for 1-2 minutes, set aside in a bowl. | 7. Grind together the flax seed mixture to a coarse powder. | 8. Transfer into a bowl, add the sesame seeds mixture and jaggery syrup and mix well Divide the mixture into equal portions and shape each portion into a laddoo and set aside on a plate to cool down to room temperature. | 9. Once cooled completely store in an airtight container or serve.",Egg-free.,vegetarian-recipes.txt
Fresh Spring Roll Wrappers,"Elevate your appetizers with our Fresh Spring Roll Wrappers, perfect for crafting light and vibrant rolls bursting with crisp veggies and aromatic herbs.",Chinese  Course:,Snacks and Starters,2-2.30 hour,21-25 minutes,4,Mild,Moderate,vegan; vegetarian; egg-free,"1 pinch hing (asafoetida) | 1 tablespoon finely chopped ginger | 1 small carrot, cut into thin strips | 0 grams shredded cabbage | 1 cup mixed coloured capsicum strips | 1 teaspoon vinegar","1. Take refined flour in a large bowl. | 2. Add salt and 1¼ cups water little by little and mix with a wooden spoon till a smooth batter is formed. | 3. Continue to mix for 5 minutes. | 4. Cover and set aside to rest for 1½ hours. | 5. To make the stuffing, heat oil in a non-stick wok, then add a pinch of hing. | 6. Add and ginger and sauté for a minute. | 7. Add and sauté for a few seconds. | 8. Add carrot and cabbage and mix well. | 9. Sauté for 1-2 minutes. | 10. Add coloured capsicum strips, vinegar, dark soy sauce, salt and crushed black peppercorns and mix well. | 11. Add chicken and mix well. | 12. Add and toss. | 13. Take the pan off the heat and allow the mixture to cool.Mix the rested batter well with your hand for 1-2 minutes. | 14. Heat a non-stick tawa¬ on low heat. | 15. Take a big portion of the dough and spread a thin layer of the batter in a circular motion and collect the excess dough and keep it aside. | 16. Cook for 10-15 seconds, flip and cook for 1-2 seconds. | 17. Remove from heat and set aside. | 18. Similarly, make the remaining spring roll wrappers. | 19. Use as required. | 20. To make spring rolls, place a spring roll sheet on a worktop, place a generous portion of the stuffing in the centre. | 21. Apply some refined flour slurry on the edges, fold the sides and tightly roll it. | 22. Heat sufficient oil in a kadai. | 23. Gently slide in the rolls a few at a time and deep fry till golden brown and crisp. | 24. Drain on an absorbent paper. | 25. Arrange them on a serving platter and serve hot with Schezwan sauce.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Fresh Tuvar Green Masala,This is a winter recipe when fresh tuvar pods are available – absolutely delicious. Fresh pigeon peas cooked with Indian spices and potatoes.,Gujarati  Course:,Main,16-20 minutes,26-30 minutes,4,Spicy,Easy,vegan; vegetarian; egg-free,"0 grams fresh tuvar pods, shelled 1/ | 2 cup fresh coriander-coconut-ginger-green chilli paste | 2 tablespoons oil | 1 pinch hing (asafoetida) | 1 medium potato 1/","1. Heat oil in an earthen pot, add and sauté till golden brown, then add a pinch of hing. | 2. Meanwhile slice potato and soak in a bowl of water. | 3. Add turmeric powder to the mixture and mix well. | 4. Add fresh coriander-coconut-ginger-green chilli paste, mix and sauté well. | 5. Drain and add potato and fresh tuvar and mix well. | 6. Add salt and mix well. | 7. Add 1 cup water, mix well, cover and cook till both potato and tuvar are cooked completely. | 8. Transfer into a serving bowl, garnish with coriander sprig and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Gahat ka Shorba,"Made from nutrient-rich horse gram lentils simmered to perfection with aromatic spices, this hearty broth boasts a velvety texture and a depth of flavor that is truly unforgettable.",Indian  Course:,Soups,8-10 hour,10-15 minutes,4,Spicy,Easy,vegan; vegetarian; egg-free,"2 cups horse gram (kulith), soaked overnight and boiled | 1 tablespoon oil ¼ teaspoon asafoetida (hing) | 1 tablespoon finely chopped ginger | 1 teaspoon cumin seeds (jeera) | 1 teaspoon mustard seeds (rai) | 1 tablespoon coriander seeds 2- | 3 green chillies, finely chopped","1. Heat oil in a non-stick pan. | 2. Add asafoetida, ginger, cumin seeds, mustard seeds and coriander seeds and sauté till fragrant. | 3. Add green chillies and coriander stems and mix. | 4. Add horse gram, crushed peppercorns and salt, mix well. | 5. Add some water, cover and cook for 6-8 minutes. | 6. Switch off heat, blend the gram mixture with a hand blender and strain. | 7. Garnish with mint sprigs and serve hot.",Removed onion/garlic (and related alliums). Egg-free.,vegetarian-recipes.txt
Gajar Halwa Kulfi Bombs,Kulfis coated with gajar halwa and deep fried to a lovely golden crispiness,Indian  Course:,Mithais,1-1.30 hour,6-10 minutes,4,Sweet,Moderate,vegetarian; egg-free; lacto-vegetarian,2 Tillewali malai kulfi to deep fry Oil | 1 cup Refined flour (maida) 1/ | 2 cup Corn flour 1/ | 4 teaspoon Cinnamon powder 1/ | 4 teaspoon Vanilla essence | 1 tablespo for garnish Powdered sugar a pinch Baking soda for drizzling Chocolate sauce for garnish Cocoa powder for garnish Chocolate vermicelli 10- | 5 for garnish Walnuts,"1. Cut the kulfis into 4 cms long pieces. | 2. Coat each piece of kulfi with gajar halwa and freeze them. | 3. Heat sufficient oil in a kadai. | 4. Take refined flour, cornflour, cinnamon powder, vanilla essence, powdered sugar and baking soda in a bowl. | 5. Add sufficient water and whisk well to make a thick and smooth batter. | 6. Dip the coated kulfis in this batter, slide into hot oil and deep fry till golden and crisp. | 7. Drain on absorbent paper. | 8. Arrange them on a serving plate. | 9. Drizzle chocolate sauce over them, sift cocoa powder and powdered sugar and sprinkle chocolate vermicelli on top. | 10. Crush and sprinkle California walnuts and drizzle some more chocolate sauce. | 11. Serve immediately.",Egg-free.,vegetarian-recipes.txt
Gatte ki Sabzi,"The very popular Gatte ki Sabzi from Rajasthan, made easy for you to prep at home. Try this recipe, you'll love it. This is",Rajasthani  Course:,Main Course- Vegetarian,,30-35 minutes,4,Milld,,vegan; vegetarian; egg-free,,,Egg-free.,vegetarian-recipes.txt
Gluten Free Biscuit Khakra,These are not only for the gluten intolerant people – they are so tasty that you are sure to enjoy them,Gujarati  Course:,Snacks and Starters,16-20 minutes,21-25 minutes,4,Spicy,Easy,vegetarian; egg-free; lacto-vegetarian,1 teaspoon dried fenugreek leaves (kasuri methi) ½ teaspoon red chilli powder ¼ teaspoon cumin powder ¼ teaspoon coriander powder ½ tablespoon ginger-green chilli paste 1½ teaspoons sugar ¼ teaspoon dried mango powder (amchur) 2½ tablespoons ghee,"1. Heat ghee in a small pan. | 2. Take amaranth flour in a large bowl, add barnyard millet flour, salt, dried fenugreek leaves, red chilli powder, cumin powder, coriander powder, ginger-green chilli paste, sugar and dried mango powder. | 3. Add hot ghee to the flour mixture and mix well. | 4. Add 1 cup water and knead into a soft dough. | 5. Cover with a damp muslin cloth and set aside for 5 minutes. | 6. Take a large portion of the dough and roll into a large thick disc. | 7. Cut out roundels with a cookie cutter. | 8. Heat a non-stick tawa. | 9. Place a few discs on it and cook on medium heat for 2 minutes, flip and cook the other side for 2 minutes as well. | 10. Press the discs with a wooden spoon so that the discs do not puff up. | 11. Flip again and continue to press lightly. | 12. Repeat the process till the discs turn golden and crisp on both sides. | 13. Place them on a cooling wire rack for a few minutes or till they cool down to room temperature. | 14. Arrange them on a serving platter and serve or store in an airtight container.",Egg-free.,vegetarian-recipes.txt
Gobhi 65,"Spicy and crispy with just the right amount of sauce, this drool-worthy dish is an ideal starter!",Indian  Course:,Snacks and Starters,41-50 minutes,15-20 minutes,4,Spicy,Moderate,vegetarian; egg-free; lacto-vegetarian,"1 large cauliflower (gobhi), cut into medium florets | 2 teaspoons red chilli powder ¾ teaspoon turmeric powder | 3 teaspoons cumin powder | 1 pinch hing (asafoetida) | 1 cup yogurt | 3 tablespoons cornstarch | 1 tablespoon refined flour (maida) | 1 tablespoon oil + for deep-frying | 1 teaspoon mustard seeds 3- | 4 dried red chillies 6- | 8 curry leaves 2- | 4 green chillies, slit | 1 inch ginger, finely chopped | 1 tablespoon red chilli paste 2-","1. To prepare the marinade, mix together 2 teaspoons chilli powder, ½ teaspoon turmeric powder, 2 teaspoons cumin powder, 2 teaspoons coriander powder, crushed peppercorns and 1 tablespoon lemon juice in a bowl. | 2. Add salt and 2-3 tablespoons water and mix well. | 3. Add cauliflower florets to the marinade and mix till well coated. | 4. Set aside to marinate for 25-30 minutes. | 5. Mix together yogurt, remaining chilli powder, remaining turmeric powder, cumin powder, coriander powder, salt and 2 tablespoons cornstarch alongwith 2-3 tablespoons water in another bowl. | 6. Add remaining cornstarch and refined flour to the marinated cauliflower florets and mix well. | 7. Heat sufficient oil in a kadai, then add a pinch of hing. | 8. Put the marinated cauliflower florets and deep-fry till golden brown and crisp. | 9. Drain on absorbent paper. | 10. Heat 1 tablespoon oil in non-stick pan. | 11. Add mustard seeds and let it splutter. | 12. Add dried red chillies and sauté for 30 seconds. | 13. Add curry leaves and when it crackles, add green chillies, ginger and and sauté for 1 minute. | 14. Add red chilli paste and sauté for 1 minute. | 15. Add yogurt mixture, mix and cook on low heat for 1-2 minutes. | 16. Add 3-4 tablespoons water, mix and cook for 1-2 minutes. | 17. Add salt and mix. | 18. Add fried cauliflower florets, mix and cook for 1-2 minutes. | 19. Add and mix. | 20. Switch off heat, add remaining lemon juice and mix well. | 21. Serve hot garnished with .",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Gobhi Aloo Chaat Pakoda,"It is a delicious Indian street food snack made from cauliflower (gobhi) and potato (aloo), mixed with spices, gram flour (besan), and herbs.",Indian  Course:,Snacks and Starters,31-40 minutes,21-25 minutes,4,Tangy,Moderate,vegan; vegetarian; egg-free,"1 large cauliflower (gobhi) | 4 medium potatoes (aloo), boiled and peeled | 1 tablespoon red chilli sauce ½ tablespoon tomato ketchup | 1 teaspoon red chilli powder | 2 teaspoons dried mango powder (amchur) | 1 tablespoon chopped ginger 2- | 3 green chillies, chopped | 1 tablespoon green chilli sauce | 1 tablespoon green chutney + for topping Oil for deep-frying | 1 pinch hing (asafoetida) | 1 tablespoon chopped fresh coriander leaves Grated radish (mooli) for topping Green capsicum strips for topping Red capsicum strips for topping Batter | 1 cup gram flour | 1 teaspoon carom seeds (ajwain) ¼ teaspoon turmeric powder ½ teaspoon red chilli powder | 1 tablespoon grated radish (mooli) | 1 tablespoon finely chopped fresh coriander leaves | 2 tablespoons oil | 1 teaspoon finely chopped ginger | 2 green chillies, finely chopped | 3 tablespoons green chilli sauce | 2 tablespoons red chilli sauce | 2 tablespoons tomato ketchup | 2 tablespoons sugar Juice of ½ lemon","1. Take cauliflower florets in a bowl, add red chilli sauce, tomato ketchup, red chilli powder, 1 teaspoon dried mango powder, 1 teaspoon chaat masala and salt and mix well. | 2. Mash potatoes in another bowl. | 3. Add ginger, green chillies, green chilli sauce, green chutney, remaining dried mango powder, remaining chaat masala and salt and mix well. | 4. To make batter, take gram flour in a bowl, add carom seeds, turmeric powder, chilli powder, salt and water as required and whisk well to make a lump free batter of coating consistency. | 5. Divide the potato mixture into equal portions, stuff each portion with a cauliflower floret and shape into balls. | 6. Heat sufficient oil in a kadai, then add a pinch of hing. | 7. To make sauce, heat oil in a non-stick pan, add ginger and green chillies and sauté till fragrant. | 8. Add green chilli sauce, red chilli sauce, tomato ketchup and sugar, mix and sauté for 2-3 minutes. | 9. Transfer into a bowl. | 10. Add lemon juice, radish, and coriander leaves and mix well. | 11. Dip the balls in the batter and deep-fry in hot oil for a minute. | 12. Drain on absorbent paper and flatten a little. | 13. Deep-fry once again till golden brown. | 14. Drain on absorbent paper. | 15. Halve the pakodas and place them on a serving platter. | 16. Serve them topped with green chutney, sauce, coriander leaves, radish, green and red capsicum strips.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
